4,11.52845411076479,15.620105248607066
5,11.373408960228696,14.970375561638397
6,12.347621368568134,15.728319139623878
7,12.562242424221072,17.356520746950054
8,13.140829770773001,15.368881546194089
9,13.774889987938598,16.44292730171329
10,14.124848293472633,17.54241979001432
11,15.252591521999612,19.00043470664284
12,16.156537403105293,20.16828649075921
13,14.351284348675117,21.146267229291848
14,15.38724324410888,22.259024279005754
15,16.51551505505729,23.475769543006336
16,17.439790310858655,24.688200036790356
17,18.513484731303127,26.097858432800255
18,19.52198375801407,27.098244371763617
19,20.61024447653107,28.32758678644935
20,21.55243457747587,29.442552512470403
