14.113579397950533,4,12.52845411076479
13.543756853375895,5,13.19028767858039
14.593391122791738,6,14.160580529537462
15.75112558336727,7,14.98317176218801
14.951148089649298,8,13.724940118462358
15.571634151857067,9,13.186888010029962
14.994574421011988,10,14.169220388465723
16.480316881123212,11,15.405407422219202
17.183722601102435,12,14.238703279427725
17.935993734910202,13,15.237620777502764
19.00895924891047,14,16.50349967890045
20.014743805660476,15,17.751459066031565
21.120078372463407,16,18.718074603132557
22.208743692953362,17,19.385259972613827
23.30608756321182,18,20.38974896008631
24.329623775448905,19,21.4951235693541
25.391544047045578,20,22.402448204586108
