13.03135659625571,4,13.950100198809134
16.960827787028194,5,12.204876767603993
13.094242668809015,6,12.857009025111093
13.390706372872776,7,12.974593839981678
14.341101799094083,8,12.47192918764169
15.058287742612954,9,13.421801860469873
15.29001884693262,10,14.215532999745655
15.641995266017208,11,15.118089410763382
17.219225252845035,12,16.412222494420707
17.302326548780186,13,16.973708575665096
17.680332049626262,14,16.99790717373403
18.464063080197487,15,17.281893814276042
19.487045111297707,16,18.850125779717736
20.550741149844733,17,19.762990236001155
21.314607029677124,18,21.273816652626643
22.516694085374755,19,22.254080837416005
23.47815390446996,20,23.636614111414747
