4,13.505191280019979,15.169768450518076,14.786882193664697
5,12.764249605367159,14.735873297315493,14.77339680783472
6,13.837627933171403,13.522336320913306,15.398543303710788
7,15.56030297680413,13.609525054216672,14.904352376721365
8,14.354800344350597,15.769786199841391,15.908650623935733
9,14.385255758944576,15.732776901292873,16.841429211586924
10,15.59362454970607,16.609048848178375,17.66829638775438
11,16.250279910308134,16.925241482039464,18.738217634761053
12,16.92769695633278,17.517323372921854,18.310905621870216
13,17.913637428049103,17.789348966147596,17.05673296032131
14,18.95962844515834,18.279039207692765,16.997830011592896
15,20.01662876647173,18.564112266734703,16.956342122459667
16,21.174663626172876,19.153044794551345,17.143741929761646
17,22.099966391392808,19.844892683883653,17.367952180630354
18,23.185590651201018,20.61624460090115,17.73730016481414
19,24.269689651084043,21.54030307373057,18.270970519114034
20,25.299476771116026,22.51208818917881,19.014821430277387
